logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,source,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,distance,distanceUnit,speed,pace
28752719993,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 22, 'name': 'very'}]",129,211,1383000,1383000,2466.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 15}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 6}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 1}]",02/07/20 09:21:09,2020-02-05 05:30:21,02/05/20 05:30:21,1383000,0.0,False,False,,,,
28752719999,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",104,194,1843000,1843000,1939.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 7}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 23}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/07/20 09:21:10,2020-02-05 18:02:09,02/05/20 18:02:09,1843000,36.576,False,False,,,,
28752720006,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 32, 'name': 'very'}]",123,323,2407000,2407000,3357.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 33}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 3}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 2}]",02/07/20 09:21:10,2020-02-07 05:32:56,02/07/20 05:32:56,2407000,3.048,False,False,,,,
28759395924,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",98,173,1536000,1536000,1874.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 12}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 14}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/07/20 16:02:37,2020-02-07 15:30:29,02/07/20 15:30:29,1536000,42.672,False,False,,,,
28875554123,Walk,90013,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 39, 'name': 'lightly'}, {'minutes': 37, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",98,602,6349000,6349000,6715.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 44}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 62}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/12/20 18:33:52,2020-02-08 10:00:41,02/08/20 10:00:41,6349000,112.776,False,False,,,,
28875554128,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 35, 'name': 'very'}]",118,364,2868000,2868000,3692.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 2}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 41}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 2}]",02/12/20 18:33:52,2020-02-10 05:25:04,02/10/20 05:25:04,2868000,6.096,False,False,,,,
28875554133,Walk,90013,"[{'minutes': 10, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 21, 'name': 'very'}]",103,232,2355000,2355000,2452.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 15}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 23}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 1}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/12/20 18:33:53,2020-02-11 13:38:44,02/11/20 13:38:44,2355000,45.72,False,False,,,,
28875554135,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",107,144,1229000,1229000,1962.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 2}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 18}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/12/20 18:33:53,2020-02-11 16:00:23,02/11/20 16:00:23,1229000,24.384,False,False,,,,
28875554139,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",143,254,1485000,1485000,2787.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 11}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 6}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 6}]",02/12/20 18:33:53,2020-02-12 05:26:47,02/12/20 05:26:47,1485000,0.0,False,False,,,,
28878221752,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 19, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",95,109,1177000,1177000,1144.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 7}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 12}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/12/20 20:35:58,2020-02-12 20:02:19,02/12/20 20:02:19,1177000,12.192,False,False,,,,
29175875226,Walk,90013,"[{'minutes': 7, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 30, 'name': 'fairly'}, {'minutes': 69, 'name': 'very'}]",103,796,7015000,7015000,11244.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 23}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 94}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/24/20 07:26:07,2020-02-18 16:28:15,02/18/20 16:28:15,7015000,207.264,False,False,,,,
29175875232,Walk,90013,"[{'minutes': 9, 'name': 'sedentary'}, {'minutes': 14, 'name': 'lightly'}, {'minutes': 15, 'name': 'fairly'}, {'minutes': 26, 'name': 'very'}]",99,392,3840000,3840000,5125.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 19}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 45}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/24/20 07:26:08,2020-02-19 18:17:55,02/19/20 18:17:55,3840000,118.872,False,False,,,,
29175875242,Walk,90013,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 27, 'name': 'lightly'}, {'minutes': 40, 'name': 'fairly'}, {'minutes': 61, 'name': 'very'}]",99,872,7936000,7936000,11922.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 39}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 94}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/24/20 07:26:08,2020-02-22 11:56:56,02/22/20 11:56:56,7936000,262.128,False,False,,,,
29175875249,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",103,307,2611000,2611000,4258.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 6}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 38}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/24/20 07:26:08,2020-02-23 09:11:51,02/23/20 09:11:51,2611000,97.536,False,False,,,,
29175875254,Walk,90013,"[{'minutes': 7, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 25, 'name': 'fairly'}, {'minutes': 39, 'name': 'very'}]",102,531,4864000,4864000,6839.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 12}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 67}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/24/20 07:26:08,2020-02-23 10:42:18,02/23/20 10:42:18,4864000,128.016,False,False,,,,
29209157877,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 28, 'name': 'very'}]",129,306,2150000,2150000,2958.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 26}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 8}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 2}]",02/25/20 07:22:55,2020-02-25 05:28:30,02/25/20 05:28:30,2150000,6.096,False,False,,,,
